,,6827469,,
filmmaker,644,9.43249E-05,2659,0.25080978
curtain,644,9.43249E-05,2660,0.250904105
dollar,644,9.43249E-05,2661,0.25099843
1237,643,9.41784E-05,2662,0.250702859
diagnosed,643,9.41784E-05,2663,0.250797038
password,643,9.41784E-05,2664,0.250891216
pulls,641,9.38855E-05,2665,0.250204724
calendar,639,9.35925E-05,2666,0.249517647
bloc,638,9.3446E-05,2667,0.249220612
2014,638,9.3446E-05,2668,0.249314058
virgin,637,9.32996E-05,2669,0.249016583
withhold,637,9.32996E-05,2670,0.249109882
atlantas,635,9.30066E-05,2671,0.248420754
landings,634,9.28602E-05,2672,0.248122401
takeoffs,632,9.25672E-05,2673,0.247432248
hospitalized,631,9.24208E-05,2674,0.247133162
930000,631,9.24208E-05,2675,0.247225582
predators,631,9.24208E-05,2676,0.247318003
chaz,631,9.24208E-05,2677,0.247410424
july,631,9.24208E-05,2678,0.247502845
becoming,630,9.22743E-05,2679,0.24720288
passengers,629,9.21278E-05,2680,0.246902622
hunting,629,9.21278E-05,2681,0.24699475
stephanopoulos,628,9.19814E-05,2682,0.246694053
march,628,9.19814E-05,2683,0.246786034
vets,627,9.18349E-05,2684,0.246484898
outbursts,627,9.18349E-05,2685,0.246576733
955,627,9.18349E-05,2686,0.246668568
roberts,625,9.1542E-05,2687,0.245973288
staff,625,9.1542E-05,2688,0.24606483
official,625,9.1542E-05,2689,0.246156372
injured,625,9.1542E-05,2690,0.246247914
prone,624,9.13955E-05,2691,0.245945313
robin,624,9.13955E-05,2692,0.246036708
2009,624,9.13955E-05,2693,0.246128104
1994,623,9.1249E-05,2694,0.245824917
cohosts,623,9.1249E-05,2695,0.245916166
forwarded,623,9.1249E-05,2696,0.246007415
gma,622,9.11026E-05,2697,0.245703642
chronicled,622,9.11026E-05,2698,0.245794745
draft,622,9.11026E-05,2699,0.245885847
ptsd,621,9.09561E-05,2700,0.245581489
busiest,621,9.09561E-05,2701,0.245672445
process,621,9.09561E-05,2702,0.245763401
accessed,621,9.09561E-05,2703,0.245854357
registration,620,9.08096E-05,2704,0.245549266
yards,620,9.08096E-05,2705,0.245640075
suffered,619,9.06632E-05,2706,0.245334545
230,619,9.06632E-05,2707,0.245425208
referred,619,9.06632E-05,2708,0.245515871
ritz,618,9.05167E-05,2709,0.245209755
during,618,9.05167E-05,2710,0.245300272
rushed,617,9.03702E-05,2711,0.244993716
offquarter,616,9.02238E-05,2712,0.244686867
24,616,9.02238E-05,2713,0.244777091
stated,615,9.00773E-05,2714,0.244469803
interceptions,615,9.00773E-05,2715,0.24455988
toll,615,9.00773E-05,2716,0.244649957
TRUE,614,8.99308E-05,2717,0.244342083
five,614,8.99308E-05,2718,0.244432014
transitioned,613,8.97844E-05,2719,0.244123701
unjust,613,8.97844E-05,2720,0.244213485
revenue,613,8.97844E-05,2721,0.24430327
remains,613,8.97844E-05,2722,0.244393054
wars,613,8.97844E-05,2723,0.244482838
avoid,613,8.97844E-05,2724,0.244572623
touchdowns,612,8.96379E-05,2725,0.244263284
strahans,612,8.96379E-05,2726,0.244352922
tl,612,8.96379E-05,2727,0.24444256
produced,611,8.94914E-05,2728,0.244132635
themselves,610,8.9345E-05,2729,0.243822418
so,610,8.9345E-05,2730,0.243911763
leave,609,8.91985E-05,2731,0.243601106
lesbian,608,8.9052E-05,2732,0.243290156
1500,608,8.9052E-05,2733,0.243379208
threw,606,8.87591E-05,2734,0.242667378
71,605,8.86126E-05,2735,0.242355549
perspective,605,8.86126E-05,2736,0.242444162
spouses,604,8.84662E-05,2737,0.242131894
stockholm,604,8.84662E-05,2738,0.24222036
six,604,8.84662E-05,2739,0.242308826
lowincome,603,8.83197E-05,2740,0.241995972
update,603,8.83197E-05,2741,0.242084292
wasnt,602,8.81732E-05,2742,0.241770999
arena,602,8.81732E-05,2743,0.241859172
promptly,602,8.81732E-05,2744,0.241947345
54,601,8.80268E-05,2745,0.241633466
handheld,600,8.78803E-05,2746,0.241319294
neglect,600,8.78803E-05,2747,0.241407174
chastity,600,8.78803E-05,2748,0.241495055
largely,600,8.78803E-05,2749,0.241582935
named,599,8.77338E-05,2750,0.241268031
citys,599,8.77338E-05,2751,0.241355764
schwindter,599,8.77338E-05,2752,0.241443498
another,598,8.75874E-05,2753,0.241128008
hadnt,598,8.75874E-05,2754,0.241215595
schwindt,598,8.75874E-05,2755,0.241303183
oneofakind,598,8.75874E-05,2756,0.24139077
oriana,597,8.74409E-05,2757,0.241074548
bono,597,8.74409E-05,2758,0.241161988
knowledge,596,8.72944E-05,2759,0.240845326
impugning,595,8.7148E-05,2760,0.240528371
overcome,595,8.7148E-05,2761,0.240615519
ipod,594,8.70015E-05,2762,0.240298125
kill,594,8.70015E-05,2763,0.240385127
blanket,593,8.6855E-05,2764,0.240067293
veterans,593,8.6855E-05,2765,0.240154148
best,593,8.6855E-05,2766,0.240241003
22,592,8.67086E-05,2767,0.239922583
arcane,592,8.67086E-05,2768,0.240009292
done,591,8.65621E-05,2769,0.239690433
1991,589,8.62692E-05,2770,0.238965567
dancing,589,8.62692E-05,2771,0.239051836
tragic,588,8.61227E-05,2772,0.238732098
allocation,588,8.61227E-05,2773,0.238818221
couldnt,587,8.59762E-05,2774,0.238498044
hook,587,8.59762E-05,2775,0.23858402
arrives,586,8.58298E-05,2776,0.238263403
fantz,585,8.56833E-05,2777,0.237942494
ashley,584,8.55368E-05,2778,0.237621291
sonny,584,8.55368E-05,2779,0.237706828
davises,584,8.55368E-05,2780,0.237792365
dominant,584,8.55368E-05,2781,0.237877902
promise,584,8.55368E-05,2782,0.237963439
debt,584,8.55368E-05,2783,0.238048975
uncounted,582,8.52439E-05,2784,0.237318983
flashes,582,8.52439E-05,2785,0.237404227
cher,582,8.52439E-05,2786,0.237489471
98,581,8.50974E-05,2787,0.237166511
mtv,581,8.50974E-05,2788,0.237251608
entertainers,581,8.50974E-05,2789,0.237336706
highwire,580,8.4951E-05,2790,0.23701316
elegant,579,8.48045E-05,2791,0.236689321
friend,578,8.4658E-05,2792,0.236365189
overall,573,8.39257E-05,2793,0.234404433
primaries,573,8.39257E-05,2794,0.234488359
22nd,572,8.37792E-05,2795,0.234162909
eager,572,8.37792E-05,2796,0.234246688
biological,572,8.37792E-05,2797,0.234330467
registering,571,8.36327E-05,2798,0.234004431
grudges,569,8.33398E-05,2799,0.233268141
lasting,568,8.31933E-05,2800,0.232941373
homeless,568,8.31933E-05,2801,0.233024566
58,567,8.30469E-05,2802,0.232697358
traded,567,8.30469E-05,2803,0.232780405
idfa,567,8.30469E-05,2804,0.232863452
doubledigit,566,8.29004E-05,2805,0.232535659
needing,564,8.26075E-05,2806,0.231796585
alike,564,8.26075E-05,2807,0.231879193
atheists,563,8.2461E-05,2808,0.23155052
role,562,8.23145E-05,2809,0.231221555
listens,562,8.23145E-05,2810,0.23130387
catholics,561,8.21681E-05,2811,0.230974465
506,561,8.21681E-05,2812,0.231056633
care,560,8.20216E-05,2813,0.230726789
academy,558,8.17287E-05,2814,0.229984494
dozens,557,8.15822E-05,2815,0.229653917
172,556,8.14357E-05,2816,0.229323048
nominated,555,8.12893E-05,2817,0.228991886
prestigious,555,8.12893E-05,2818,0.229073175
battling,554,8.11428E-05,2819,0.228741573
domains,554,8.11428E-05,2820,0.228822716
redemption,554,8.11428E-05,2821,0.228903859
1990,553,8.09963E-05,2822,0.228571671
huffman,553,8.09963E-05,2823,0.228652668
footballs,553,8.09963E-05,2824,0.228733664
certain,552,8.08499E-05,2825,0.228400891
college,552,8.08499E-05,2826,0.22848174
att,552,8.08499E-05,2827,0.22856259
influence,552,8.08499E-05,2828,0.22864344
teenage,551,8.07034E-05,2829,0.228309934
pontiffs,551,8.07034E-05,2830,0.228390638
verizon,550,8.05569E-05,2831,0.228056693
trophy,550,8.05569E-05,2832,0.22813725
longlost,550,8.05569E-05,2833,0.228217807
nothing,550,8.05569E-05,2834,0.228298364
meant,549,8.04105E-05,2835,0.227963686
comcast,549,8.04105E-05,2836,0.228044097
discussing,549,8.04105E-05,2837,0.228124507
measure,549,8.04105E-05,2838,0.228204918
heisman,549,8.04105E-05,2839,0.228285328
birmingham,549,8.04105E-05,2840,0.228365738
late,548,8.0264E-05,2841,0.228030036
win,547,8.01175E-05,2842,0.22769404
nude,546,7.99711E-05,2843,0.227357751
profitable,545,7.98246E-05,2844,0.22702117
freshman,545,7.98246E-05,2845,0.227100995
knocked,544,7.96781E-05,2846,0.226763974
regularly,541,7.92387E-05,2847,0.225592676
os,540,7.90923E-05,2848,0.225254776
earnings,540,7.90923E-05,2849,0.225333868
calls,540,7.90923E-05,2850,0.22541296
mac,539,7.89458E-05,2851,0.225074475
felicity,538,7.87993E-05,2852,0.224735696
desperate,538,7.87993E-05,2853,0.224814496
francis,537,7.86529E-05,2854,0.224475278
receive,537,7.86529E-05,2855,0.224553931
transamerica,536,7.85064E-05,2856,0.224214273
indie,534,7.82135E-05,2857,0.223455866
really,534,7.82135E-05,2858,0.22353408
2006,533,7.8067E-05,2859,0.223193544
eye,531,7.77741E-05,2860,0.222433818
remarks,530,7.76276E-05,2861,0.22209255
replied,530,7.76276E-05,2862,0.222170178
botched,530,7.76276E-05,2863,0.222247805
unmask,528,7.73347E-05,2864,0.221486469
upset,527,7.71882E-05,2865,0.221144175
step,527,7.71882E-05,2866,0.221221363
independent,527,7.71882E-05,2867,0.221298551
executions,527,7.71882E-05,2868,0.22137574
neighbors,527,7.71882E-05,2869,0.221452928
profit,527,7.71882E-05,2870,0.221530116
moment,526,7.70417E-05,2871,0.221186797
winning,526,7.70417E-05,2872,0.221263839
explorer,526,7.70417E-05,2873,0.22134088
2924,526,7.70417E-05,2874,0.221417922
begged,526,7.70417E-05,2875,0.221494964
holder,526,7.70417E-05,2876,0.221572006
planned,525,7.68953E-05,2877,0.221227661
firefox,524,7.67488E-05,2878,0.220883024
fame,524,7.67488E-05,2879,0.220959773
safari,523,7.66023E-05,2880,0.220614696
walking,523,7.66023E-05,2881,0.220691299
aggies,523,7.66023E-05,2882,0.220767901
reporter,522,7.64559E-05,2883,0.220422238
chrome,522,7.64559E-05,2884,0.220498694
105,522,7.64559E-05,2885,0.22057515
nurse,520,7.61629E-05,2886,0.219806198
via,520,7.61629E-05,2887,0.219882361
emergency,519,7.60165E-05,2888,0.219535526
demonstration,519,7.60165E-05,2889,0.219611543
prejean,519,7.60165E-05,2890,0.219687559
register,519,7.60165E-05,2891,0.219763576
helen,518,7.587E-05,2892,0.219416009
sister,517,7.57235E-05,2893,0.21906815
opportunity,517,7.57235E-05,2894,0.219143873
oscar,516,7.55771E-05,2895,0.218795574
redshirt,516,7.55771E-05,2896,0.218871151
136,516,7.55771E-05,2897,0.218946728
justice,516,7.55771E-05,2898,0.219022305
command,515,7.54306E-05,2899,0.218673274
nightmare,514,7.52841E-05,2900,0.21832395
phone,514,7.52841E-05,2901,0.218399234
spotlight,513,7.51377E-05,2902,0.21804947
swank,512,7.49912E-05,2903,0.217699414
protocol,512,7.49912E-05,2904,0.217774405
sure,512,7.49912E-05,2905,0.217849396
intricacies,512,7.49912E-05,2906,0.217924387
hilary,511,7.48447E-05,2907,0.217573599
colorful,511,7.48447E-05,2908,0.217648443
sight,511,7.48447E-05,2909,0.217723288
training,510,7.46983E-05,2910,0.217371913
learning,510,7.46983E-05,2911,0.217446612
smartphone,509,7.45518E-05,2912,0.217094798
welfare,509,7.45518E-05,2913,0.217169349
spiral,508,7.44053E-05,2914,0.216817096
inmates,508,7.44053E-05,2915,0.216891501
stayed,508,7.44053E-05,2916,0.216965906
child,508,7.44053E-05,2917,0.217040312
taken,508,7.44053E-05,2918,0.217114717
downward,507,7.42589E-05,2919,0.216761585
convince,507,7.42589E-05,2920,0.216835844
camera,507,7.42589E-05,2921,0.216910102
contacted,507,7.42589E-05,2922,0.216984361
row,507,7.42589E-05,2923,0.21705862
repeatedly,506,7.41124E-05,2924,0.216704609
death,506,7.41124E-05,2925,0.216778721
drama,506,7.41124E-05,2926,0.216852834
1999,505,7.39659E-05,2927,0.216498237
finished,505,7.39659E-05,2928,0.216572203
bid,505,7.39659E-05,2929,0.216646169
macs,504,7.38194E-05,2930,0.216290986
ministering,504,7.38194E-05,2931,0.216364805
inspired,503,7.3673E-05,2932,0.216009183
availability,502,7.35265E-05,2933,0.215653268
embraces,502,7.35265E-05,2934,0.215726794
types,501,7.338E-05,2935,0.21537044
fled,501,7.338E-05,2936,0.21544382
hours,500,7.32336E-05,2937,0.215087026
21,500,7.32336E-05,2938,0.215160259
understands,500,7.32336E-05,2939,0.215233493
fend,499,7.30871E-05,2940,0.214876113
affidavit,499,7.30871E-05,2941,0.2149492
badness,499,7.30871E-05,2942,0.215022287
broken,499,7.30871E-05,2943,0.215095374
royal,498,7.29406E-05,2944,0.214737262
teena,498,7.29406E-05,2945,0.214810203
hinting,497,7.27942E-05,2946,0.214451651
1993,497,7.27942E-05,2947,0.214524445
ensure,497,7.27942E-05,2948,0.214597239
nonexhaustive,497,7.27942E-05,2949,0.214670034
nickname,496,7.26477E-05,2950,0.21431075
receiving,495,7.25012E-05,2951,0.213951173
nun,495,7.25012E-05,2952,0.214023674
firearm,495,7.25012E-05,2953,0.214096175
thrilled,494,7.23548E-05,2954,0.213736013
toward,494,7.23548E-05,2955,0.213808367
victim,494,7.23548E-05,2956,0.213880722
badly,494,7.23548E-05,2957,0.213953077
boy,494,7.23548E-05,2958,0.214025432
abysmal,493,7.22083E-05,2959,0.21366439
advanced,493,7.22083E-05,2960,0.213736598
relatively,492,7.20618E-05,2961,0.213375117
killed,492,7.20618E-05,2962,0.213447179
undergo,492,7.20618E-05,2963,0.213519241
storysongs,492,7.20618E-05,2964,0.213591303
kinky,491,7.19154E-05,2965,0.21322909
lavishly,490,7.17689E-05,2966,0.212866584
matchup,490,7.17689E-05,2967,0.212938352
opens,489,7.16224E-05,2968,0.212575407
storm,489,7.16224E-05,2969,0.212647029
predilection,488,7.1476E-05,2970,0.212283644
pleaded,488,7.1476E-05,2971,0.21235512
abused,488,7.1476E-05,2972,0.212426596
feature,487,7.13295E-05,2973,0.212062625
ok,486,7.1183E-05,2974,0.211698361
aspect,484,7.08901E-05,2975,0.210898065
pulled,484,7.08901E-05,2976,0.210968955
batterer,483,7.07436E-05,2977,0.210603812
let,482,7.05972E-05,2978,0.210238377
discontinue,482,7.05972E-05,2979,0.210308974
end,481,7.04507E-05,2980,0.209943099
mind,480,7.03042E-05,2981,0.209576931
crowleys,480,7.03042E-05,2982,0.209647235
point,480,7.03042E-05,2983,0.20971754
fulltime,480,7.03042E-05,2984,0.209787844
change,480,7.03042E-05,2985,0.209858148
various,479,7.01578E-05,2986,0.209491101
meeting,479,7.01578E-05,2987,0.209561259
smashed,479,7.01578E-05,2988,0.209631417
brandon,478,7.00113E-05,2989,0.209263784
clothes,477,6.98648E-05,2990,0.208895859
means,476,6.97184E-05,2991,0.20852764
strahan,476,6.97184E-05,2992,0.208597359
vehicle,476,6.97184E-05,2993,0.208667077
goes,476,6.97184E-05,2994,0.208736795
1988,475,6.95719E-05,2995,0.208367845
apartment,475,6.95719E-05,2996,0.208437417
congratulated,475,6.95719E-05,2997,0.208506988
appearance,475,6.95719E-05,2998,0.20857656
question,474,6.94254E-05,2999,0.208206877
profusely,474,6.94254E-05,3000,0.208276303
deletions,473,6.9279E-05,3001,0.20790618
family,472,6.91325E-05,3002,0.207535765
differences,472,6.91325E-05,3003,0.207604897
raised,472,6.91325E-05,3004,0.20767403
additions,471,6.8986E-05,3005,0.207303028
rice,471,6.8986E-05,3006,0.207372014
modifications,470,6.88396E-05,3007,0.207000574
touch,470,6.88396E-05,3008,0.207069413
wembley,470,6.88396E-05,3009,0.207138253
player,469,6.86931E-05,3010,0.206766226
nprmonkeysee,468,6.85466E-05,3011,0.206393907
nfl,468,6.85466E-05,3012,0.206462453
outpacing,467,6.84002E-05,3013,0.206089694
holds,467,6.84002E-05,3014,0.206158095
suspended,467,6.84002E-05,3015,0.206226495
holmes,467,6.84002E-05,3016,0.206294895
homophobe,466,6.82537E-05,3017,0.205921404
linda,466,6.82537E-05,3018,0.205989657
virginia,465,6.81072E-05,3019,0.205615727
gartner,463,6.78143E-05,3020,0.204799172
ban,463,6.78143E-05,3021,0.204866987
civilian,463,6.78143E-05,3022,0.204934801
threatened,463,6.78143E-05,3023,0.205002615
spoke,461,6.75214E-05,3024,0.204184596
1987,461,6.75214E-05,3025,0.204252117
overturned,461,6.75214E-05,3026,0.204319639
adjust,461,6.75214E-05,3027,0.20438716
ride,460,6.73749E-05,3028,0.204011179
struggled,459,6.72284E-05,3029,0.203634905
victims,458,6.7082E-05,3030,0.203258338
demonstrate,458,6.7082E-05,3031,0.20332542
shelter,457,6.69355E-05,3032,0.202948413
driver,457,6.69355E-05,3033,0.203015349
worth,457,6.69355E-05,3034,0.203082284
fort,456,6.6789E-05,3035,0.202704692
bus,456,6.6789E-05,3036,0.202771481
demons,455,6.66426E-05,3037,0.202393449
batterers,453,6.63496E-05,3038,0.201570157
compton,453,6.63496E-05,3039,0.201636507
dad,452,6.62032E-05,3040,0.201257596
1986,451,6.60567E-05,3041,0.200878393
storms,451,6.60567E-05,3042,0.20094445
dallas,451,6.60567E-05,3043,0.201010506
crowd,450,6.59102E-05,3044,0.200630717
effective,448,6.56173E-05,3045,0.199804642
speaking,448,6.56173E-05,3046,0.199870259
ahead,448,6.56173E-05,3047,0.199935877
discharged,447,6.54708E-05,3048,0.199555062
londons,447,6.54708E-05,3049,0.199620533
terrain,446,6.53244E-05,3050,0.199239279
honorably,446,6.53244E-05,3051,0.199304603
passively,445,6.51779E-05,3052,0.19892291
favorable,445,6.51779E-05,3053,0.198988088
learned,445,6.51779E-05,3054,0.199053266
tournament,445,6.51779E-05,3055,0.199118443
quickly,444,6.50314E-05,3056,0.198736018
killer,444,6.50314E-05,3057,0.198801049
afraid,444,6.50314E-05,3058,0.198866081
develop,443,6.4885E-05,3059,0.198483069
played,442,6.47385E-05,3060,0.198099764
moves,441,6.4592E-05,3061,0.197716167
river,440,6.44456E-05,3062,0.197332276
endangered,439,6.42991E-05,3063,0.196948093
close,439,6.42991E-05,3064,0.197012392
telephone,439,6.42991E-05,3065,0.197076691
1976,438,6.41526E-05,3066,0.196691922
dont,437,6.40061E-05,3067,0.19630686
kept,437,6.40061E-05,3068,0.196370866
walk,435,6.37132E-05,3069,0.195535857
inched,434,6.35667E-05,3070,0.195149916
humor,433,6.34203E-05,3071,0.194763682
closing,433,6.34203E-05,3072,0.194827102
conlon,433,6.34203E-05,3073,0.194890522
bunting,433,6.34203E-05,3074,0.194953943
add,433,6.34203E-05,3075,0.195017363
kayak,433,6.34203E-05,3076,0.195080783
tensions,431,6.31273E-05,3077,0.194242845
trying,431,6.31273E-05,3078,0.194305972
thereof,431,6.31273E-05,3079,0.194369099
marsh,430,6.29809E-05,3080,0.193981108
weeks,430,6.29809E-05,3081,0.194044089
diffuse,430,6.29809E-05,3082,0.19410707
ninth,429,6.28344E-05,3083,0.193718492
rene,429,6.28344E-05,3084,0.193781327
spent,428,6.26879E-05,3085,0.19339231
sought,428,6.26879E-05,3086,0.193454998
1970s,427,6.25415E-05,3087,0.193065542
predicted,426,6.2395E-05,3088,0.192675792
sutter,425,6.22485E-05,3089,0.19228575
severe,425,6.22485E-05,3090,0.192347999
ipad,424,6.21021E-05,3091,0.191957517
together,424,6.21021E-05,3092,0.19201962
hearings,424,6.21021E-05,3093,0.192081722
soldiers,424,6.21021E-05,3094,0.192143824
ear,423,6.19556E-05,3095,0.19175261
liberals,423,6.19556E-05,3096,0.191814566
tennis,423,6.19556E-05,3097,0.191876521
opened,422,6.18091E-05,3098,0.191484721
gotten,421,6.16627E-05,3099,0.191092629
reprehensible,420,6.15162E-05,3100,0.190700243
apocalypse,420,6.15162E-05,3101,0.19076176
102,420,6.15162E-05,3102,0.190823276
prepare,419,6.13697E-05,3103,0.190430304
guard,419,6.13697E-05,3104,0.190491674
coast,418,6.12233E-05,3105,0.190098263
seemed,418,6.12233E-05,3106,0.190159487
trip,418,6.12233E-05,3107,0.19022071
recipient,417,6.10768E-05,3108,0.189826713
417mile,417,6.10768E-05,3109,0.18988779
warriors,417,6.10768E-05,3110,0.189948867
stormthreatened,416,6.09303E-05,3111,0.189554284
wounded,416,6.09303E-05,3112,0.189615215
undergoing,416,6.09303E-05,3113,0.189676145
stokes,414,6.06374E-05,3114,0.188824878
twoandahalf,414,6.06374E-05,3115,0.188885515
tolerance,414,6.06374E-05,3116,0.188946153
126,414,6.06374E-05,3117,0.18900679
realized,413,6.04909E-05,3118,0.188610743
recover,413,6.04909E-05,3119,0.188671234
nominees,412,6.03445E-05,3120,0.188274747
2011,412,6.03445E-05,3121,0.188335092
generalelection,411,6.0198E-05,3122,0.187938166
forecasters,411,6.0198E-05,3123,0.187998364
prepared,410,6.00515E-05,3124,0.187600998
reiterated,410,6.00515E-05,3125,0.18766105
richards,409,5.99051E-05,3126,0.187263245
cherry,409,5.99051E-05,3127,0.18732315
propel,408,5.97586E-05,3128,0.186924906
renee,408,5.97586E-05,3129,0.186984664
audience,408,5.97586E-05,3130,0.187044423
ever,408,5.97586E-05,3131,0.187104182
highest,407,5.96121E-05,3132,0.186705205
premature,407,5.96121E-05,3133,0.186764817
jumping,407,5.96121E-05,3134,0.186824429
april,406,5.94657E-05,3135,0.186424867
published,406,5.94657E-05,3136,0.186484333
middelnews,405,5.93192E-05,3137,0.186084331
couple,405,5.93192E-05,3138,0.18614365
middel,403,5.90263E-05,3139,0.185283448
jokingly,403,5.90263E-05,3140,0.185342475
mother,403,5.90263E-05,3141,0.185401501
switching,402,5.88798E-05,3142,0.185000327
card,402,5.88798E-05,3143,0.185059207
greeting,401,5.87333E-05,3144,0.184657594
honest,401,5.87333E-05,3145,0.184716328
ship,401,5.87333E-05,3146,0.184775061
jimmy,401,5.87333E-05,3147,0.184833794
pictwittercomdcjiczjama,401,5.87333E-05,3148,0.184892528
customers,401,5.87333E-05,3149,0.184951261
jesús,400,5.85869E-05,3150,0.184548623
married,400,5.85869E-05,3151,0.184607209
lets,399,5.84404E-05,3152,0.184204132
26,399,5.84404E-05,3153,0.184262572
rate,399,5.84404E-05,3154,0.184321013
14yearold,399,5.84404E-05,3155,0.184379453
slammed,398,5.82939E-05,3156,0.183975643
bridge,397,5.81475E-05,3157,0.18357154
closed,397,5.81475E-05,3158,0.183629688
baby,396,5.8001E-05,3159,0.183225145
offices,396,5.8001E-05,3160,0.183283146
56,394,5.77081E-05,3161,0.182415182
1985,393,5.75616E-05,3162,0.182009761
afar,393,5.75616E-05,3163,0.182067322
seven,393,5.75616E-05,3164,0.182124884
customs,390,5.71222E-05,3165,0.18079174
custody,390,5.71222E-05,3166,0.180848862
temporary,389,5.69757E-05,3167,0.180442123
india,389,5.69757E-05,3168,0.180499099
shaped,389,5.69757E-05,3169,0.180556074
sinking,389,5.69757E-05,3170,0.18061305
faros,388,5.68293E-05,3171,0.180205578
comply,388,5.68293E-05,3172,0.180262408
flattened,387,5.66828E-05,3173,0.179854497
young,385,5.63899E-05,3174,0.178981406
ravaged,384,5.62434E-05,3175,0.178572762
struggling,384,5.62434E-05,3176,0.178629006
thru,384,5.62434E-05,3177,0.178685249
1980s,383,5.60969E-05,3178,0.17827602
maine,383,5.60969E-05,3179,0.178332117
portland,382,5.59505E-05,3180,0.177922448
tornado,382,5.59505E-05,3181,0.177978399
hair,382,5.59505E-05,3182,0.178034349
cnncom,378,5.53646E-05,3183,0.17622548
grabbed,378,5.53646E-05,3184,0.176280844
aired,378,5.53646E-05,3185,0.176336209
moore,377,5.52181E-05,3186,0.175924929
shoichet,377,5.52181E-05,3187,0.175980147
narrowing,376,5.50717E-05,3188,0.175568428
divorced,376,5.50717E-05,3189,0.1756235
bushes,376,5.50717E-05,3190,0.175678571
catherine,376,5.50717E-05,3191,0.175733643
legere,376,5.50717E-05,3192,0.175788715
installations,376,5.50717E-05,3193,0.175843786
rapidly,375,5.49252E-05,3194,0.175431042
slower,375,5.49252E-05,3195,0.175485967
sickout,375,5.49252E-05,3196,0.175540892
conviction,374,5.47787E-05,3197,0.175127562
violently,374,5.47787E-05,3198,0.175182341
hid,374,5.47787E-05,3199,0.175237119
5s,373,5.46323E-05,3200,0.174823203
gun,373,5.46323E-05,3201,0.174877835
assistance,372,5.44858E-05,3202,0.17446348
finding,371,5.43393E-05,3203,0.174048831
jumped,371,5.43393E-05,3204,0.174103171
widespread,370,5.41928E-05,3205,0.173688083
border,370,5.41928E-05,3206,0.173742276
backing,370,5.41928E-05,3207,0.173796468
intents,368,5.38999E-05,3208,0.172910928
apologize,368,5.38999E-05,3209,0.172964828
higher,368,5.38999E-05,3210,0.173018728
credit,367,5.37534E-05,3211,0.172602322
members,367,5.37534E-05,3212,0.172656075
pretty,366,5.3607E-05,3213,0.17223923
citing,366,5.3607E-05,3214,0.172292836
stomach,366,5.3607E-05,3215,0.172346443
6s,365,5.34605E-05,3216,0.171929012
challengers,365,5.34605E-05,3217,0.171982473
early,365,5.34605E-05,3218,0.172035933
yes,365,5.34605E-05,3219,0.172089394
synth,365,5.34605E-05,3220,0.172142854
clintons,364,5.3314E-05,3221,0.171724544
fax,364,5.3314E-05,3222,0.171777858
sentenced,364,5.3314E-05,3223,0.171831172
sawyer,364,5.3314E-05,3224,0.171884486
fiorina,364,5.3314E-05,3225,0.1719378
diane,363,5.31676E-05,3226,0.171518611
mom,363,5.31676E-05,3227,0.171571779
carly,363,5.31676E-05,3228,0.171624946
sick,363,5.31676E-05,3229,0.171678114
blend,362,5.30211E-05,3230,0.171258192
abcs,362,5.30211E-05,3231,0.171311214
value,362,5.30211E-05,3232,0.171364235
surrogate,362,5.30211E-05,3233,0.171417256
opted,362,5.30211E-05,3234,0.171470277
stood,362,5.30211E-05,3235,0.171523298
funky,361,5.28746E-05,3236,0.171102351
asks,361,5.28746E-05,3237,0.171155226
real,361,5.28746E-05,3238,0.171208101
upgrade,360,5.27282E-05,3239,0.170786568
literally,360,5.27282E-05,3240,0.170839296
anderson,360,5.27282E-05,3241,0.170892025
deliver,360,5.27282E-05,3242,0.170944753
scenario,359,5.25817E-05,3243,0.170522488
lacy,359,5.25817E-05,3244,0.17057507
bruce,359,5.25817E-05,3245,0.170627651
chilling,358,5.24352E-05,3246,0.170204801
sfpd,358,5.24352E-05,3247,0.170257236
2010,357,5.22888E-05,3248,0.169833946
minneapolis,356,5.21423E-05,3249,0.169410363
organization,356,5.21423E-05,3250,0.169462505
shut,356,5.21423E-05,3251,0.169514647
unusual,356,5.21423E-05,3252,0.16956679
disaster,355,5.19958E-05,3253,0.169142474
separated,355,5.19958E-05,3254,0.16919447
mates,355,5.19958E-05,3255,0.169246466
¤,354,5.18494E-05,3256,0.168821565
horizon,354,5.18494E-05,3257,0.168873414
drove,354,5.18494E-05,3258,0.168925264
medalist,354,5.18494E-05,3259,0.168977113
deepwater,353,5.17029E-05,3260,0.168551479
significant,353,5.17029E-05,3261,0.168603182
olympic,352,5.15564E-05,3262,0.168177109
vetting,352,5.15564E-05,3263,0.168228666
toe,351,5.141E-05,3264,0.167802153
alliance,351,5.141E-05,3265,0.167853563
birth,351,5.141E-05,3266,0.167904973
fact,351,5.141E-05,3267,0.167956383
died,350,5.12635E-05,3268,0.167529139
gave,350,5.12635E-05,3269,0.167580402
playing,350,5.12635E-05,3270,0.167631666
capable,350,5.12635E-05,3271,0.167682929
decided,349,5.1117E-05,3272,0.167254952
vessel,349,5.1117E-05,3273,0.167306069
father,349,5.1117E-05,3274,0.167357186
relation,348,5.09706E-05,3275,0.166928623
iphones,348,5.09706E-05,3276,0.166979594
districts,348,5.09706E-05,3277,0.167030564
equal,347,5.08241E-05,3278,0.166601416
